,date,PriceUSD,HashRate
2190,2015-01-02,315.942731735827,333345.017260144
2191,2015-01-03,285.647309760374,327284.198764505
2192,2015-01-04,263.33457481005297,347486.927083302
2193,2015-01-05,275.003851548802,315162.561773228
2194,2015-01-06,287.549521040327,319203.107436987
2195,2015-01-07,297.535565166569,282838.196463153
2196,2015-01-08,284.342391876096,296980.106286311
2197,2015-01-09,292.501114552893,282838.196463153
2198,2015-01-10,276.230532144944,296980.106286311
2199,2015-01-11,268.755515488019,313142.28894134803
2200,2015-01-12,268.617232028054,291349.141441684
2201,2015-01-13,224.108117767388,277602.083462638
2202,2015-01-14,175.637640561075,316947.26064631896
2203,2015-01-15,212.34101139684398,330062.31970754603
2204,2015-01-16,207.59520485096402,303832.201585092
2205,2015-01-17,199.824836645237,301646.35840822104
2206,2015-01-18,211.132518410286,334434.006061289
2207,2015-01-19,216.89469491525398,314761.417469448
2208,2015-01-20,211.91985388661598,257929.494870797
2209,2015-01-21,227.904210403273,325690.633353804
2210,2015-01-22,233.647382817066,295088.828877607
2211,2015-01-23,233.13285242548199,271044.553932025
2212,2015-01-24,249.08212390415,275416.240285767
2213,2015-01-25,254.51794126242,273230.397108896
2214,2015-01-26,273.95224488603196,277602.083462638
2215,2015-01-27,264.753804500292,317507.026636064
2216,2015-01-28,235.735840444185,336476.45310999604
2217,2015-01-29,233.95737346580898,336476.45310999604
2218,2015-01-30,228.896189947399,283132.625177924
2219,2015-01-31,217.332156049094,340579.824489386
2220,2015-02-01,227.111301285798,318011.28190274
2221,2015-02-02,240.092419929866,326218.024661521
2222,2015-02-03,227.775695791935,260564.082591277
2223,2015-02-04,226.78113413208698,326218.024661521
2224,2015-02-05,217.011151081239,326218.024661521
2225,2015-02-06,222.724969316189,363148.36707603297
2226,2015-02-07,228.647127410871,326218.024661521
2227,2015-02-08,224.03598889538299,270822.511039753
2228,2015-02-09,220.76849386323798,340604.722619783
2229,2015-02-10,220.88815429573398,318224.262813905
2230,2015-02-11,219.495859731151,349162.732809701
2231,2015-02-12,222.583227936879,262976.994964268
2232,2015-02-13,236.555363822326,322644.044241876
2233,2015-02-14,257.627695791935,353582.51423767203
2234,2015-02-15,234.445803039158,309384.699957963
2235,2015-02-16,235.086126826417,346952.84209571604
2236,2015-02-17,243.905794272355,329273.716383832
2237,2015-02-18,235.995232320281,369051.74923557
2238,2015-02-19,241.872253945061,366841.858521585
2239,2015-02-20,245.53077527761502,349162.732809701
2240,2015-02-21,245.596002630041,313804.481385934
2241,2015-02-22,236.690668322618,334358.31113310397
2242,2015-02-23,239.06601782583303,329538.396656716
2243,2015-02-24,239.869262127411,299369.388512087
2244,2015-02-25,238.236111046172,368990.17653815396
2245,2015-02-26,237.04440239625902,348103.940130334
2246,2015-02-27,255.116774400935,352745.32599873794
2247,2015-02-28,254.948448568089,329538.396656716
2248,2015-03-01,260.651330800701,324897.010788311
2249,2015-03-02,276.322613676213,366669.483603951
2250,2015-03-03,282.705900935126,366669.483603951
2251,2015-03-04,273.447536528346,324897.010788311
2252,2015-03-05,276.268809175921,306331.467314693
2253,2015-03-06,273.31811484512,343462.554261929
2254,2015-03-07,276.403357393337,324897.010788311
2255,2015-03-08,275.338033898305,363358.067705216
2256,2015-03-09,290.130059029807,339499.66240379604
2257,2015-03-10,292.320383109293,358360.75475956296
2258,2015-03-11,296.693329339568,363076.02784850396
2259,2015-03-12,295.800344827586,308850.38732567604
2260,2015-03-13,285.911026300409,344214.93549273803
2261,2015-03-14,283.608306253653,308850.38732567604
2262,2015-03-15,287.27014202220903,337142.025859325
2263,2015-03-16,291.392118059614,327711.47968144197
2264,2015-03-17,285.248396551724,301777.477692263
2265,2015-03-18,257.28616014026903,360718.391304033
2266,2015-03-19,262.092947983635,322996.20659250004
2267,2015-03-20,262.96649210987704,320638.57004803
2268,2015-03-21,261.18429748685,356003.11821509205
2269,2015-03-22,268.89941583869097,334537.327428476
2270,2015-03-23,266.777992986558,336739.588444724
2271,2015-03-24,246.835082992402,401765.164144395
2272,2015-03-25,246.719136762127,376219.402262381
2273,2015-03-26,249.53299357101102,343706.61441254604
2274,2015-03-27,247.378898305085,397120.48016584705
2275,2015-03-28,253.23161396843997,343706.61441254604
2276,2015-03-29,242.967614260666,355318.324358916
2277,2015-03-30,248.336934541204,329772.562476902
2278,2015-03-31,244.712485680888,348351.29839109397
2279,2015-04-01,247.185819403857,306549.142584163
2280,2015-04-02,253.630070426651,385508.770219477
2281,2015-04-03,254.83316364699,339061.930433998
2282,2015-04-04,253.945848626534,355318.324358916
2283,2015-04-05,261.11213617767396,361069.996691013
2284,2015-04-06,256.36738690824103,309707.170078885
2285,2015-04-07,254.831898012858,373614.99882532103
2286,2015-04-08,245.82521040327302,307249.17666556
2287,2015-04-09,243.860636177674,326913.123972156
2288,2015-04-10,235.87190064289902,373614.99882532103
2289,2015-04-11,237.40906779661,344119.077865427
2290,2015-04-12,237.141042372881,314623.156905534
2291,2015-04-13,225.50563588544702,383446.97247861896
2292,2015-04-14,219.757236703682,366241.018585348
2293,2015-04-15,223.313907948568,299875.196425587
2294,2015-04-16,228.49381531268298,339203.091038779
2295,2015-04-17,222.78506019871398,309707.170078885
2296,2015-04-18,223.39804412624198,358867.038345374
2297,2015-04-19,223.284135300994,351846.074225004
2298,2015-04-20,224.894903565167,364477.035874265
2299,2015-04-21,234.939356516657,362110.301875082
2300,2015-04-22,233.822418760958,359743.567875898
2301,2015-04-23,235.933293687902,307675.41989386
2302,2015-04-24,231.45859234365898,293475.015898758
2303,2015-04-25,226.445992986558,385777.641866917
2304,2015-04-26,220.503406779661,340809.69588243
2305,2015-04-27,227.325990356517,324242.557888145
2306,2015-04-28,225.549368790181,362110.301875082
2307,2015-04-29,225.66928842782002,300575.217896309
2308,2015-04-30,236.32797603740502,317142.35589059396
2309,2015-05-01,232.74658270017503,350276.63187916396
2310,2015-05-02,235.540077147867,347909.89787998
2311,2015-05-03,240.464248977206,333776.412541361
2312,2015-05-04,238.976661309176,303150.868676707
2313,2015-05-05,236.02338340152,364728.388876663
2314,2015-05-06,229.481219300429,381306.952007421
2315,2015-05-07,237.13068731735802,333939.628776685
2316,2015-05-08,244.383472822911,355254.924230516
2317,2015-05-09,242.70595002922298,305519.234838243
2318,2015-05-10,240.731483927528,305519.234838243
2319,2015-05-11,242.24983722968997,374201.85352281
2320,2015-05-12,242.209092051432,355254.924230516
2321,2015-05-13,236.55026592635897,383675.318168957
2322,2015-05-14,236.948916715371,364728.388876663
2323,2015-05-15,237.48450233781398,348149.82574590604
2324,2015-05-16,235.812134424313,312624.33332285396
2325,2015-05-17,236.963682933957,410256.52785282396
2326,2015-05-18,232.88384961543,349377.602526406
2327,2015-05-19,231.97444681472803,315410.335614117
2328,2015-05-20,234.190306253653,351803.835877284
2329,2015-05-21,235.55382174167198,376066.169386062
2330,2015-05-22,240.323203682057,334820.202421139
2331,2015-05-23,238.963281706604,271738.135298316
2332,2015-05-24,240.711758328463,354230.06922816206
2333,2015-05-25,237.003543249562,342098.902473773
2334,2015-05-26,236.79626125073102,349377.602526406
2335,2015-05-27,237.203596434833,334820.202421139
2336,2015-05-28,236.956881940386,320262.802315872
2337,2015-05-29,236.646526592636,373639.936035185
2338,2015-05-30,232.78877001753398,329967.735719384
2339,2015-05-31,229.45054792518997,356781.94209336
2340,2015-06-01,223.282701928697,312271.26583099103
2341,2015-06-02,225.32080099357103,354853.71117158
2342,2015-06-03,225.213063413209,335928.17990909604
2343,2015-06-04,223.54007685564,333562.488501286
2344,2015-06-05,224.731071887785,326465.41427785397
2345,2015-06-06,225.160513150205,421093.070590275
2346,2015-06-07,223.411685856225,352488.01976377
2347,2015-06-08,228.774291350088,371413.55102625396
2348,2015-06-09,229.37052951490398,357219.402579391
2349,2015-06-10,228.588487434249,399801.847919981
2350,2015-06-11,229.584411747516,319368.340054422
2351,2015-06-12,229.811218510228,335928.17990909604
2352,2015-06-13,233.015344535359,376144.933841875
2353,2015-06-14,232.507108708358,361934.27671265794
2354,2015-06-15,236.7909628872,355711.957090776
2355,2015-06-16,251.43267679719503,291486.187060497
2356,2015-06-17,247.969317650497,390295.06403015705
2357,2015-06-18,249.01247954412602,385354.62018167396
2358,2015-06-19,244.80348421975498,363122.62286350003
2359,2015-06-20,245.582513150205,331009.737848361
2360,2015-06-21,244.300260081824,306307.51860594604
2361,2015-06-22,247.017892460549,377943.954408949
2362,2015-06-23,244.184763296318,345831.06939381
2363,2015-06-24,240.451545295149,385354.62018167396
2364,2015-06-25,242.347857685564,375473.73248470796
2365,2015-06-26,242.967997369959,380414.176333191
2366,2015-06-27,251.52932670952703,318658.62822715304
2367,2015-06-28,249.058285797779,346814.543816443
2368,2015-06-29,256.65022238457,343810.247546963
2369,2015-06-30,263.854356864991,356089.184959355
2370,2015-07-01,258.042647574518,331531.310134572
2371,2015-07-02,254.747113383986,378191.27230166
2372,2015-07-03,256.08704283343104,395381.78467900795
2373,2015-07-04,260.50923962595,373279.69733670296
2374,2015-07-05,271.302458211572,348721.82251192
2375,2015-07-06,269.137940093513,444497.53432857397
2376,2015-07-07,266.469919053185,329075.52265209303
2377,2015-07-08,270.57614289888903,395381.78467900795
2378,2015-07-09,269.680304792519,326619.735169615
2379,2015-07-10,285.558780829924,378191.27230166
2380,2015-07-11,293.917453828171,365703.823777367
2381,2015-07-12,311.481879894798,342767.691987456
2382,2015-07-13,292.649223845704,375774.95121587795
2383,2015-07-14,287.740951490357,365618.871453287
2384,2015-07-15,285.92288544710703,388470.05091911706
2385,2015-07-16,278.532749269433,340228.672046808
2386,2015-07-17,280.064724722385,373235.93127523
2387,2015-07-18,277.354635300994,378313.971156526
2388,2015-07-19,275.281989479836,385931.03097847
2389,2015-07-20,279.114393045003,396087.11074106104
2390,2015-07-21,276.652412624196,322455.53246227396
2391,2015-07-22,277.764369082408,391009.070859765
2392,2015-07-23,276.81162857977796,355462.79169069603
2393,2015-07-24,289.305976329632,429094.36996948294
2394,2015-07-25,289.507639976622,395370.72515724
2395,2015-07-26,293.314842781999,374222.682670225
2396,2015-07-27,294.426761835184,387216.52581849706
2397,2015-07-28,295.410125268849,353432.53363299
2398,2015-07-29,289.85583635301003,395012.83170746
2399,2015-07-30,288.236260666277,348234.996373682
2400,2015-07-31,284.597324371712,392414.063077805
2401,2015-08-01,281.66884628872003,402809.137596423
2402,2015-08-02,282.42300642898897,392414.063077805
2403,2015-08-03,282.185052308591,408006.674855731
2404,2015-08-04,285.286617475161,353432.53363299
2405,2015-08-05,282.338886908241,345636.227744027
2406,2015-08-06,278.99574868497996,371623.914040571
2407,2015-08-07,279.488715078901,356031.302262645
2408,2015-08-08,261.450275569842,420413.40498586296
2409,2015-08-09,266.342020455874,372000.719336283
2410,2015-08-10,264.92882524839297,437493.80372647295
2411,2015-08-11,271.421736119229,424395.186848435
2412,2015-08-12,268.143868497954,330085.145326561
2413,2015-08-13,264.691627995324,385099.336214321
2414,2015-08-14,266.355941554646,372000.719336283
2415,2015-08-15,261.936836645237,358902.102458245
2416,2015-08-16,258.930817389831,361521.82583385205
2417,2015-08-17,258.00939830508497,385099.336214321
2418,2015-08-18,217.88588311693698,369380.995960675
2419,2015-08-19,227.21825189947398,408676.846594789
2420,2015-08-20,235.523883109293,392958.506341144
2421,2015-08-21,232.80061783986,432254.356975258
2422,2015-08-22,230.639173290473,426143.652201538
2423,2015-08-23,228.673073933372,361412.970854469
2424,2015-08-24,211.955917592051,418052.31703315396
2425,2015-08-25,222.65503945061403,364110.082577264
2426,2015-08-26,226.116700175336,434234.98736992205
2427,2015-08-27,224.939877264757,369504.30602285295
2428,2015-08-28,232.17080829924,418052.31703315396
2429,2015-08-29,229.826200175336,431537.87564712705
2430,2015-08-30,229.019572472238,404566.75841918204
2431,2015-08-31,230.689466101695,423446.540478743
2432,2015-09-01,227.955570426651,415355.20531036
2433,2015-09-02,229.502180709527,431537.87564712705
2434,2015-09-03,227.107121566335,393778.311528004
2435,2015-09-04,231.177563413209,434444.79937206104
2436,2015-09-05,235.903006136762,416212.869138725
2437,2015-09-06,240.80547223845699,407718.72895222
2438,2015-09-07,240.6336157218,430369.769449566
2439,2015-09-08,244.174952659264,385067.688454875
2440,2015-09-09,238.722463179427,421875.62926306104
2441,2015-09-10,238.75047720631198,484165.990630761
2442,2015-09-11,240.845008116891,447358.049822575
2443,2015-09-12,236.351832176505,382236.30839270604
2444,2015-09-13,230.54883731735802,427538.38938739797
2445,2015-09-14,230.948793980129,430369.769449566
2446,2015-09-15,230.398590005845,453020.809946911
2447,2015-09-16,229.04328579777902,402055.968827884
2448,2015-09-17,233.202697837522,410910.027600594
2449,2015-09-18,233.175130917592,433587.717335429
2450,2015-09-19,232.241568088837,368697.038550535
2451,2015-09-20,231.362323787259,377545.76747574797
2452,2015-09-21,226.77344798363498,389344.072709365
2453,2015-09-22,230.626304792519,463083.48041947203
2454,2015-09-23,230.13243775569802,466033.056727876
2455,2015-09-24,234.319868497954,412940.683176599
2456,2015-09-25,235.538221800117,483730.51457830204
2457,2015-09-26,234.591814436002,433587.717335429
2458,2015-09-27,233.243309760374,439486.86995223706
2459,2015-09-28,240.017265341905,421789.412101812
2460,2015-09-29,237.336233781414,513226.277662345
2461,2015-09-30,236.739848042081,436537.29364383296
2462,2015-10-01,238.22981385154898,444776.382758561
2463,2015-10-02,237.93700730566897,417179.763438577
2464,2015-10-03,239.735897720631,438341.05578691
2465,2015-10-04,239.516924897721,462525.38989929104
2466,2015-10-05,240.961213833431,462525.38989929104
2467,2015-10-06,246.94049824663898,429271.93049476703
2468,2015-10-07,243.734486849795,402064.55461833795
2469,2015-10-08,243.029632963179,423225.84696667205
2470,2015-10-09,244.448887492694,380903.262270005
2471,2015-10-10,245.955924313267,483686.682247624
2472,2015-10-11,248.52816540035099,441364.097550958
2473,2015-10-12,246.093637346581,429271.93049476703
2474,2015-10-13,250.471300701344,414156.72167452896
2475,2015-10-14,253.142325540619,459502.348135244
2476,2015-10-15,254.69301500292198,502137.288713881
2477,2015-10-16,262.737363237873,435823.39882065705
2478,2015-10-17,271.930938924605,411610.987775065
2479,2015-10-18,263.481677381648,438849.950201356
2480,2015-10-19,264.362728229106,499380.977815336
2481,2015-10-20,270.832211864407,387398.57672947296
2482,2015-10-21,268.040217708942,435823.39882065705
2483,2015-10-22,275.41495645821203,447929.60434345296
2484,2015-10-23,278.612778026885,450956.15572415205
2485,2015-10-24,283.61114289889,438849.950201356
2486,2015-10-25,286.04969345412,469115.464008346
2487,2015-10-26,286.70338281706603,496354.42643463705
2488,2015-10-27,295.562913793104,444903.052962754
2489,2015-10-28,304.442097019287,420690.64191716205
2490,2015-10-29,314.879462302747,466068.00451432896
2491,2015-10-30,328.49232115721804,529187.24527939
2492,2015-10-31,314.119508182349,454915.35120508797
2493,2015-11-01,329.854227644652,473483.324723664
2494,2015-11-02,364.616627995324,473483.324723664
2495,2015-11-03,400.923105201637,479672.649229855
2496,2015-11-04,405.481681472823,479672.649229855
2497,2015-11-05,384.341222969024,451820.68895199295
2498,2015-11-06,372.97541788427804,448726.026698897
2499,2015-11-07,386.50455084745795,470388.662470568
2500,2015-11-08,372.400129748685,430158.05318032205
2501,2015-11-09,380.49564436002294,461104.67571128
2502,2015-11-10,337.830502337814,451820.68895199295
2503,2015-11-11,308.92218585622504,537055.796106772
2504,2015-11-12,337.522988603156,527006.857659411
2505,2015-11-13,337.278958211572,523733.523139787
2506,2015-11-14,333.04711747516103,464813.50178656
2507,2015-11-15,319.928021624781,523733.523139787
2508,2015-11-16,331.132725014611,566286.871894895
2509,2015-11-17,335.849786090006,487726.84342392604
2510,2015-11-18,335.744504967855,500820.18150242104
2511,2015-11-19,326.232145528931,445173.49466881796
2512,2015-11-20,321.94047545295103,546646.864777153
2513,2015-11-21,325.90523115137296,569560.206414519
2514,2015-11-22,323.716966101695,563013.537375271
2515,2015-11-23,323.012556341321,533553.526698658
2516,2015-11-24,319.96135652717703,560533.42415402
2517,2015-11-25,328.960457334892,535030.217025699
2518,2015-11-26,356.25529251899496,636252.149976506
2519,2015-11-27,359.268824371712,480804.18151633703
2520,2015-11-28,356.56732261835197,556720.631229443
2521,2015-11-29,371.707612507306,538645.2860596561
2522,2015-11-30,377.389839859731,585641.183501102
2523,2015-12-01,362.53237580362395,603716.528670889
2524,2015-12-02,359.22240414962005,582026.114467145
2525,2015-12-03,361.210068088837,513339.80282195396
2526,2015-12-04,363.241631794272,553105.562195486
2527,2015-12-05,389.362958796026,632637.0809425489
2528,2015-12-06,393.319129748685,577650.161239677
2529,2015-12-07,395.34658825248397,578033.500385697
2530,2015-12-08,413.79866043249604,688135.119506783
2531,2015-12-09,417.632671244886,660609.7147265121
2532,2015-12-10,415.72992431326696,849355.3475055159
2533,2015-12-11,453.86148012858,629152.109263344
2534,2015-12-12,435.85572238457,637016.510629136
2535,2015-12-13,434.403466393922,558372.496971217
2536,2015-12-14,442.99168965517305,766779.133164702
2537,2015-12-15,464.617871712449,719592.724969951
2538,2015-12-16,454.14249240210404,640948.7113120321
2539,2015-12-17,456.24013461133796,609491.105848864
2540,2015-12-18,463.175769725307,684510.337699163
2541,2015-12-19,461.39990794856794,729321.303625075
2542,2015-12-20,442.15399006429,766484.172599601
2543,2015-12-21,437.640129456458,692158.434650549
2544,2015-12-22,435.26837901811797,696803.793272365
2545,2015-12-23,442.66572706019895,729321.303625075
2546,2015-12-24,455.878713033314,641059.489810576
2547,2015-12-25,455.718825832846,752548.096734154
2548,2015-12-26,418.22153156049103,794356.3243304959
2549,2015-12-27,422.705894506137,952298.517472232
2550,2015-12-28,421.05287960257203,701449.151894181
2551,2015-12-29,431.340021332554,738612.020868707
2552,2015-12-30,426.043646990064,766484.172599601
2553,2015-12-31,429.67715341905296,702681.498032921
2554,2016-01-01,434.678006428989,697129.166405806
2555,2016-01-02,434.439877264757,748768.363917347
2556,2016-01-03,430.136180011689,748768.363917347
2557,2016-01-04,433.44897106955,934669.474958895
2558,2016-01-05,432.669502630041,810735.4009311959
2559,2016-01-06,430.677869666862,728112.6849127309
2560,2016-01-07,459.20894009351304,759096.203419655
2561,2016-01-08,454.134423728814,893358.116949662
2562,2016-01-09,449.845216247808,779751.882424272
2563,2016-01-10,448.580216247808,903685.95645197
2564,2016-01-11,449.03305902980696,877866.3576961991
2565,2016-01-12,441.768157218001,877866.3576961991
2566,2016-01-13,432.31064523670403,813710.1940145709
2567,2016-01-14,429.823224722385,749438.083305595
2568,2016-01-15,367.823199883109,687454.482430696
2569,2016-01-16,388.07120455873803,800151.938566876
2570,2016-01-17,382.482086499123,850865.793828157
2571,2016-01-18,384.86516656925795,974832.995577956
2572,2016-01-19,378.16172501461097,749438.083305595
2573,2016-01-20,420.622924168323,856500.6666349659
2574,2016-01-21,409.298459672706,771977.574532831
2575,2016-01-22,381.04645938047895,991737.6139983841
2576,2016-01-23,386.370602571596,1008642.23241881
2577,2016-01-24,403.446926651081,963563.2499643379
2578,2016-01-25,391.98609731151396,912849.394703057
2579,2016-01-26,391.14293512565695,928141.002810171
2580,2016-01-27,394.62753037404997,924867.907889316
2581,2016-01-28,378.90099561659895,871165.9003344509
2582,2016-01-29,378.99999482291,1008404.36408577
2583,2016-01-30,377.262779076564,1115808.3791955
2584,2016-01-31,366.34168760958505,1080007.04082559
2585,2016-02-01,371.22343509059,960669.246259225
2586,2016-02-02,372.927631209819,1074040.15109727
2587,2016-02-03,368.098206604325,1068073.26136895
2588,2016-02-04,389.72308123904196,1002437.47435745
2589,2016-02-05,384.398413983051,1121775.26892382
2590,2016-02-06,374.63155552308604,1193377.94566364
2591,2016-02-07,375.153917592051,1234537.96602865
2592,2016-02-08,370.814350327294,1060281.98712231
2593,2016-02-09,373.51161286089996,1260875.87657788
2594,2016-02-10,379.082611630625,1174907.06681121
2595,2016-02-11,377.639165108124,1375500.95626678
2596,2016-02-12,382.294456458212,1225055.5391751002
2597,2016-02-13,389.598432472238,1117594.52696676
2598,2016-02-14,406.150669491525,1189235.20177232
2599,2016-02-15,399.26761864699,1088938.25704454
2600,2016-02-16,407.035309468147,988641.312316752
2601,2016-02-17,415.324113383986,1110430.45948621
2602,2016-02-18,421.28966298188203,1210727.40421399
2603,2016-02-19,419.626528541204,1106210.05838203
2604,2016-02-20,440.195760081823,1219082.13715781
2605,2016-02-21,438.718612681473,1040283.423708
2606,2016-02-22,437.53529509409697,1032156.20946028
2607,2016-02-23,420.03259260958504,1105301.13768975
2608,2016-02-24,423.995112507306,959011.28123081
2609,2016-02-25,424.090870251315,1259718.20839641
2610,2016-02-26,431.76224196376404,1137809.99468062
2611,2016-02-27,432.947845996493,1194700.49441466
2612,2016-02-28,433.102262711864,1089046.70919431
2613,2016-02-29,437.77587258912905,1080919.49494659
2614,2016-03-01,432.807867153711,1145937.20892834
2615,2016-03-02,423.079789392168,1275972.63689184
2616,2016-03-03,419.268821332554,1097173.92344203
2617,2016-03-04,407.99015429573404,1257200.65607867
2618,2016-03-05,397.314453945061,1181318.8523918001
2619,2016-03-06,403.705187463472,1165567.93435991
2620,2016-03-07,413.22936616014,1047436.04912073
2621,2016-03-08,411.42595324371695,1212820.68845558
2622,2016-03-09,412.54070350672094,1323077.11467881
2623,2016-03-10,416.340928696669,1220696.14747152
2624,2016-03-11,419.51193424897696,1260073.44255125
2625,2016-03-12,410.264163296318,1134066.09829613
2626,2016-03-13,411.80588246639394,1047436.04912073
2627,2016-03-14,415.026957276446,1197069.77042369
2628,2016-03-15,415.26640029222705,1267948.9015672
2629,2016-03-16,417.024118468732,1197069.77042369
2630,2016-03-17,418.60536382232596,1110439.72124829
2631,2016-03-18,408.901587405026,1099528.52189976
2632,2016-03-19,409.124429865576,1118857.35233453
2633,2016-03-20,412.056953828171,1201126.2753003
2634,2016-03-21,411.601774050263,1143538.02922426
2635,2016-03-22,416.581653828171,1217580.05989345
2636,2016-03-23,417.378299532437,1225806.95219003
2637,2016-03-24,413.56023991817705,1209353.16759688
2638,2016-03-25,416.37324383401494,1201126.2753003
2639,2016-03-26,416.82309666861505,1258714.52137634
2640,2016-03-27,425.454959848042,1159991.81381741
2641,2016-03-28,422.917446814728,1398571.69041816
