,date,PriceUSD,HashRate
2642,2016-03-29,415.86382875511396,1291622.09056265
2643,2016-03-30,412.777697779076,1209353.16759688
2644,2016-03-31,415.956811221508,1020134.6447756
2645,2016-04-01,417.20066025716005,1266862.83281171
2646,2016-04-02,419.76305669199303,1152898.4861623999
2647,2016-04-03,420.07357890122705,1177781.1873026001
2648,2016-04-04,419.540727878434,1376842.79642417
2649,2016-04-05,422.50136440678,1285606.22557678
2650,2016-04-06,421.907191233197,1302194.69300358
2651,2016-04-07,421.467220046756,1152898.4861623999
2652,2016-04-08,418.64346054938596,1194369.6547293998
2653,2016-04-09,418.758635359439,1343665.86157057
2654,2016-04-10,421.954488544711,1434902.43241796
2655,2016-04-11,423.27304400935094,1269017.75814998
2656,2016-04-12,427.427664582116,1227546.58958299
2657,2016-04-13,424.87251811806,1360254.32899737
2658,2016-04-14,425.85659497370006,1425512.68730726
2659,2016-04-15,430.724418760959,1234618.41233425
2660,2016-04-16,432.21631303331395,1225736.26548292
2661,2016-04-17,429.339968731736,1403379.20250943
2662,2016-04-18,429.656933664524,1190207.67807762
2663,2016-04-19,437.568726183518,1332322.02769883
2664,2016-04-20,442.661653302163,1465554.23046871
2665,2016-04-21,452.164702805377,1341204.17455015
2666,2016-04-22,448.13442133255404,1270146.99973955
2667,2016-04-23,453.91472296902396,1279029.14659088
2668,2016-04-24,463.382871420222,1172443.38437497
2669,2016-04-25,465.31600666277,1128032.65011834
2670,2016-04-26,469.60876452367006,1341204.17455015
2671,2016-04-27,445.741113091759,1145796.94382099
2672,2016-04-28,451.06006177673896,1199003.65014719
2673,2016-04-29,457.00996522501504,1403229.58036089
2674,2016-04-30,449.90048451198095,1296655.18185247
2675,2016-05-01,455.010731151374,1376585.98073378
2676,2016-05-02,444.933061192285,1394348.38048519
2677,2016-05-03,451.628850379895,1341061.18123098
2678,2016-05-04,448.367967562829,1483160.37924221
2679,2016-05-05,449.336072472238,1376585.98073378
2680,2016-05-06,461.69386236119203,1438754.3798637
2681,2016-05-07,461.361842489772,1332179.98135528
2682,2016-05-08,461.378872296902,1492041.57911791
2683,2016-05-09,463.46223167738196,1518685.17874501
2684,2016-05-10,451.07966832261803,1403229.58036089
2685,2016-05-11,453.896305260082,1263377.10291735
2686,2016-05-12,455.607255932203,1342247.86954719
2687,2016-05-13,457.24190268848605,1467781.84295808
2688,2016-05-14,458.11952483927496,1390530.16701292
2689,2016-05-15,460.85772063120993,1342247.86954719
2690,2016-05-16,455.22407732320295,1361560.78853348
2691,2016-05-17,453.545777030976,1361560.78853348
2692,2016-05-18,454.486184102864,1477438.30245123
2693,2016-05-19,437.724187142022,1158775.13917743
2694,2016-05-20,442.396799240211,1438812.46447864
2695,2016-05-21,444.078207188778,1361560.78853348
2696,2016-05-22,440.558668848627,1776788.54673873
2697,2016-05-23,444.205057276447,1738162.70876615
2698,2016-05-24,445.674454938632,1424527.48797779
2699,2016-05-25,450.54952717709006,1367284.21320355
2700,2016-05-26,454.43372238457,1337560.6433513002
2701,2016-05-27,471.820117299825,1377192.06982096
2702,2016-05-28,530.910597895967,1317744.93011646
2703,2016-05-29,527.54971244886,1456454.9227603
2704,2016-05-30,533.493149035652,1426731.35290805
2705,2016-05-31,530.943692811221,1258297.79041196
2706,2016-06-01,537.613678842782,1416823.49629063
2707,2016-06-02,538.771243191116,1367284.21320355
2708,2016-06-03,570.175988252484,1406915.63967322
2709,2016-06-04,574.26620163647,1179034.93747262
2710,2016-06-05,575.1376380479251,1684335.62496089
2711,2016-06-06,585.857149035652,1684335.62496089
2712,2016-06-07,578.469240677966,1387099.92643838
2713,2016-06-08,583.097585330216,1405239.8337768
2714,2016-06-09,577.1016997077729,1608133.9309215
2715,2016-06-10,579.814993571011,1403462.33971331
2716,2016-06-11,605.4495569842201,1520417.53468942
2717,2016-06-12,670.39237434249,1422954.87220933
2718,2016-06-13,704.321778141438,1569148.86592946
2719,2016-06-14,684.948319403857,1286507.1447371999
2720,2016-06-15,695.0014684395089,1481432.46969738
2721,2016-06-16,767.420031268264,1452193.67095336
2722,2016-06-17,750.014633927528,1452193.67095336
2723,2016-06-18,758.28878012858,1539910.06718544
2724,2016-06-19,766.767132670952,1725089.12589761
2725,2016-06-20,722.497452367037,1598387.66467349
2726,2016-06-21,669.604204675628,1531412.7730782
2727,2016-06-22,594.832974634716,1343144.51552347
2728,2016-06-23,627.677855639977,1457676.21839756
2729,2016-06-24,664.126985680889,1343144.51552347
2730,2016-06-25,668.872684102864,1686739.62414575
2731,2016-06-26,630.4342421391001,1520148.05632888
2732,2016-06-27,652.244807714787,1530560.02931744
2733,2016-06-28,647.218768381064,1540972.00230599
2734,2016-06-29,638.586345645821,1520148.05632888
2735,2016-06-30,674.284814728229,1561795.9482831
2736,2016-07-01,677.512385739334,1613855.81322587
2737,2016-07-02,702.739316773817,1551383.97529455
2738,2016-07-03,662.55008591467,1603443.84023732
2739,2016-07-04,679.842453360608,1573973.22742671
2740,2016-07-05,668.1659812974871,1538177.12694953
2741,2016-07-06,677.651333138515,1485136.53636507
2742,2016-07-07,640.0532361192289,1453312.18201439
2743,2016-07-08,665.051708357685,1538177.12694953
2744,2016-07-09,651.941914026885,1580609.59941711
2745,2016-07-10,649.959340970193,1654866.42623536
2746,2016-07-11,650.272594681473,1516960.89071575
2747,2016-07-12,670.023127995324,1516960.89071575
2748,2016-07-13,658.333613383986,1368447.23707924
2749,2016-07-14,660.905960198714,1495744.65448196
2750,2016-07-15,666.758671127995,1432095.9457806002
2751,2016-07-16,665.275622150789,1665474.54435225
2752,2016-07-17,681.089601987142,1580609.59941711
2753,2016-07-18,675.118579193454,1570047.99807086
2754,2016-07-19,674.660360315605,1358434.53362668
2755,2016-07-20,667.305364874343,1591915.46909377
2756,2016-07-21,666.851739333723,1411498.38259648
2757,2016-07-22,650.562911630625,1369047.30342064
2758,2016-07-23,657.377942957335,1390272.84300856
2759,2016-07-24,661.393979836353,1315983.45445085
2760,2016-07-25,655.1195778492109,1390272.84300856
2761,2016-07-26,654.6263391583869,1369047.30342064
2762,2016-07-27,656.275146873174,1358434.53362668
2763,2016-07-28,656.196453360608,1443336.69197835
2764,2016-07-29,657.557567504383,1560077.15971189
2765,2016-07-30,655.361730157803,1262919.60548106
2766,2016-07-31,624.804487142022,1634366.5482696001
2767,2016-08-01,606.50924792519,1623753.77847564
2768,2016-08-02,526.981148334307,1611302.39442715
2769,2016-08-03,570.347040911748,1666003.54735094
2770,2016-08-04,583.542158036236,1535533.39002827
2771,2016-08-05,581.2798056691989,1696112.04519463
2772,2016-08-06,590.795402980713,1666003.54735094
2773,2016-08-07,594.7323240210401,1485352.56028879
2774,2016-08-08,591.629283869083,1485352.56028879
2775,2016-08-09,587.9321382232611,1244484.57753925
2776,2016-08-10,589.968758328463,1515461.05813248
2777,2016-08-11,589.5858846873169,1505424.89218458
2778,2016-08-12,587.1916495616599,1495388.72623668
2779,2016-08-13,585.3635816481591,1635895.04950725
2780,2016-08-14,571.387062536528,1635895.04950725
2781,2016-08-15,566.5644413208651,1480672.78660971
2782,2016-08-16,578.4149241379309,1458782.17092898
2783,2016-08-17,573.663744418469,1329112.64462418
2784,2016-08-18,573.263191992987,1664092.25424491
2785,2016-08-19,573.958457919345,1664092.25424491
2786,2016-08-20,581.797070134424,1674898.04810365
2787,2016-08-21,580.79219257744,1761344.39897351
2788,2016-08-22,584.971897720631,1707315.42967985
2789,2016-08-23,582.627747399182,1588451.69723378
2790,2016-08-24,578.701831677382,1642480.66652745
2791,2016-08-25,576.033436586791,1404753.20163532
2792,2016-08-26,578.874653419053,1426364.78935278
2793,2016-08-27,570.200993746347,1556034.31565758
2794,2016-08-28,575.105232554062,1642480.66652745
2795,2016-08-29,573.429267562829,1618801.46201982
2796,2016-08-30,575.695698421976,1799709.0589716
2797,2016-08-31,572.2727583284629,1470493.9872084998
2798,2016-09-01,572.221702045587,1536337.00156112
2799,2016-09-02,576.846767387493,1678996.8659918
2800,2016-09-03,600.3744067796611,1382703.30140501
2801,2016-09-04,610.538913325541,1964316.59485315
2802,2016-09-05,607.526964172998,1536337.00156112
2803,2016-09-06,612.995458270017,1492441.65865938
2804,2016-09-07,615.659819111631,1668023.03026636
2805,2016-09-08,630.550172004676,1580232.34446287
2806,2016-09-09,622.977884044418,1558284.673012
2807,2016-09-10,624.752640444185,1700944.53744267
2808,2016-09-11,608.246675920514,1799709.0589716
2809,2016-09-12,607.70737270602,1821039.51020144
2810,2016-09-13,608.694296317943,1852325.13960032
2811,2016-09-14,609.41308766803,1751289.22289484
2812,2016-09-15,607.070262594974,1728836.7969603
2813,2016-09-16,607.806438047925,1560443.60245118
2814,2016-09-17,607.381449678551,1829872.71366577
2815,2016-09-18,611.533460315605,1627800.88025482
2816,2016-09-19,608.871306312098,1493086.32464753
2817,2016-09-20,608.371748626534,1695158.15805847
2818,2016-09-21,596.945756633548,1863551.35256759
2819,2016-09-22,595.564716540035,1582896.02838572
2820,2016-09-23,602.378784921099,1526764.96354935
2821,2016-09-24,602.687359731151,1863551.35256759
2822,2016-09-25,600.610054880187,2162558.09313961
2823,2016-09-26,606.778810637055,1834694.78231133
2824,2016-09-27,605.151613734658,2002575.3506273997
2825,2016-09-28,604.686494389246,1774737.43648416
2826,2016-09-29,605.2025619520749,1714780.09065699
2827,2016-09-30,608.865840736412,1702788.62149156
2828,2016-10-01,615.408478842782,1882660.65897306
2829,2016-10-02,611.748578316774,1690797.15232613
2830,2016-10-03,612.590347399182,1810711.84398046
2831,2016-10-04,610.007881355932,1894652.1281384998
2832,2016-10-05,612.147780946815,2002575.3506273997
2833,2016-10-06,611.7608627703099,1930626.5356347999
2834,2016-10-07,617.905705143191,1714780.09065699
2835,2016-10-08,619.301001753361,2109095.85982046
2836,2016-10-09,617.101041320865,2056197.68457302
2837,2016-10-10,618.0852,1593553.20554409
2838,2016-10-11,642.981387258913,1786321.73847281
2839,2016-10-12,636.5979322033901,1850577.91611572
2840,2016-10-13,635.444095324372,1644958.14765842
2841,2016-10-14,639.586090298071,1747768.03188707
2842,2016-10-15,637.283759322034,1824875.44505855
2843,2016-10-16,642.913042548217,1670660.61871558
2844,2016-10-17,639.137536469901,1606404.44107267
2845,2016-10-18,635.576508591467,1991941.50693011
2846,2016-10-19,629.640708036236,1606404.44107267
2847,2016-10-20,628.5989011104621,1722065.5608299
2848,2016-10-21,630.90620338983,2107602.62668734
2849,2016-10-22,654.508630976037,1906300.95008226
2850,2016-10-23,651.961956750438,1815470.1249901
2851,2016-10-24,650.027167153711,1802862.69356655
2852,2016-10-25,655.792505084746,1752432.96787238
2853,2016-10-26,675.109869316189,1739825.53644884
2854,2016-10-27,686.523327060199,2042403.89061386
2855,2016-10-28,690.390654938632,1916329.57637844
2856,2016-10-29,715.445469316189,1878507.28210781
2857,2016-10-30,699.333410987726,2118048.47915512
2858,2016-10-31,698.897727995325,1853292.41926072
2859,2016-11-01,730.578480011689,1815470.1249901
2860,2016-11-02,740.3670555230859,1676788.37933113
2861,2016-11-03,689.939206954997,1954151.87064906
2862,2016-11-04,705.432016656926,1462462.04513091
2863,2016-11-05,706.819325569842,1856081.59672813
2864,2016-11-06,715.896879777908,1936557.43909685
2865,2016-11-07,706.1812167738161,1847956.77194863
2866,2016-11-08,711.835846580947,2139073.24972136
2867,2016-11-09,721.50150993571,1860614.01011266
2868,2016-11-10,713.4076156049091,2126416.01155733
2869,2016-11-11,715.7033106370551,2063129.82073717
2870,2016-11-12,703.847551139685,2126416.01155733
2871,2016-11-13,703.626435300994,1797327.8192925
2872,2016-11-14,705.643584161309,2177044.96421346
2873,2016-11-15,712.3471528346,1974529.15358895
2874,2016-11-16,742.0501175920509,2164387.72604942
2875,2016-11-17,735.318080537697,2012500.86808104
2876,2016-11-18,749.5787272939799,2011089.71225163
2877,2016-11-19,751.213819403858,1989192.7397281998
2878,2016-11-20,730.350813617767,1793075.14567049
2879,2016-11-21,736.506983927528,1947167.54100154
2880,2016-11-22,747.997677966102,1877125.54312379
2881,2016-11-23,741.240317942724,2059234.73760595
2882,2016-11-24,737.3549759789599,2269360.73123921
2883,2016-11-25,739.685200175336,2129276.7354837
2884,2016-11-26,734.6529258912919,2143285.13505925
2885,2016-11-27,727.7411158386909,2017209.5388793
2886,2016-11-28,730.0824837521919,2297377.53039031
2887,2016-11-29,731.646435710111,2087251.53675705
2888,2016-11-30,742.20445131502,1989192.7397281998
2889,2016-12-01,753.674910111046,2045226.3380304
2890,2016-12-02,772.302382729398,2035532.46509142
2891,2016-12-03,766.110468147283,2451895.01734189
2892,2016-12-04,766.380139099942,2109770.13120116
2893,2016-12-05,752.670726241964,2166790.94555795
2894,2016-12-06,759.1173257744009,2138280.53837956
2895,2016-12-07,764.987650087668,2480405.42452028
2896,2016-12-08,767.6592246347169,2238066.96350393
2897,2016-12-09,771.9023210987731,1924452.4845416
2898,2016-12-10,775.474561309176,1881686.87377401
2899,2016-12-11,770.4961504967861,2665723.07117984
2900,2016-12-12,778.506599064874,2223811.75991474
2901,2016-12-13,778.930694564582,2537426.23887707
2902,2016-12-14,776.963961484512,1981473.29889839
2903,2016-12-15,776.1767819988311,1952251.49677579
2904,2016-12-16,782.230215897136,2050571.62856036
2905,2016-12-17,789.6029322033901,2220167.77829091
2906,2016-12-18,790.632966526008,2173914.28290985
2907,2016-12-19,790.279031677382,2328092.60084672
2908,2016-12-20,799.7775207481011,2127660.78752879
2909,2016-12-21,828.4836792519001,2451435.25519621
2910,2016-12-22,858.50143395675,2451435.25519621
2911,2016-12-23,915.562438340152,2343510.4326404
2912,2016-12-24,891.1552720631211,2112242.9557351
2913,2016-12-25,896.003279310345,2543942.24595833
2914,2016-12-26,903.2012466393919,2189332.11470354
2915,2016-12-27,925.950810461719,2405181.75981515
2916,2016-12-28,979.9609739918179,2546127.99373219
2917,2016-12-29,973.462559438925,2368856.40597071
2918,2016-12-30,961.182658153127,2479403.03824934
2919,2016-12-31,968.970597019287,2337271.6538911
2920,2017-01-01,997.257357977791,2463610.66220954
2921,2017-01-02,1017.0778860900099,2510987.79032895
2922,2017-01-03,1032.6090531852699,2589949.67052797
2923,2017-01-04,1134.4964453535902,2416233.53409012
2924,2017-01-05,1000.49812893045,2210932.64557266
2925,2017-01-06,892.4639556399769,2542572.54240856
2926,2017-01-07,903.4532836353011,2179347.89349305
2927,2017-01-08,912.4849970777319,2637326.79864739
2928,2017-01-09,903.508666803039,2147763.14141344
2929,2017-01-10,906.4989473991819,2545880.37552233
2930,2017-01-11,788.3146559906489,2562350.1341150003
2931,2017-01-12,807.109833547633,2880550.47756719
2932,2017-01-13,826.746927410871,2512107.97462255
2933,2017-01-14,820.045157276447,2880550.47756719
2934,2017-01-15,824.547065166569,2796813.54507977
2935,2017-01-16,830.8380350672121,2830308.31807474
2936,2017-01-17,906.026828112215,2646087.06660242
2937,2017-01-18,881.259815371128,2512107.97462255
2938,2017-01-19,902.263869959088,2914045.25056216
2939,2017-01-20,895.174516189363,3165256.04802441
2940,2017-01-21,924.46825949737,3031276.95604454
2941,2017-01-22,922.467077381648,2950275.25252868
2942,2017-01-23,919.115744126242,2695734.74214349
2943,2017-01-24,887.743193804792,2910612.14912595
2944,2017-01-25,895.6900332554061,2910612.14912595
2945,2017-01-26,916.6674685564,3027818.00748001
2946,2017-01-27,920.4544634716541,3320832.65336517
2947,2017-01-28,922.774948568089,2969215.07830298
2948,2017-01-29,915.6320231443599,3262229.72418814
2949,2017-01-30,920.3132607831681,2812940.60049756
2950,2017-01-31,968.499105669199,2832474.91022324
2951,2017-02-01,987.532590414962,3750587.46733008
2952,2017-02-02,1007.7043659848,3066886.62693136
2953,2017-02-03,1015.3020394506099,2910612.14912595
2954,2017-02-04,1033.78597299825,2824555.82436805
2955,2017-02-05,1014.56787574518,3336807.82080876
2956,2017-02-06,1023.3174811806,2623276.58868614
2957,2017-02-07,1053.62445902981,3168918.11913285
2958,2017-02-08,1052.36764535359,3063987.05558541
2959,2017-02-09,982.751939450614,3546669.94790366
2960,2017-02-10,996.6501531268269,3084973.26829489
2961,2017-02-11,1011.37532220923,2917083.56661898
2962,2017-02-12,1006.29646487434,2938069.77932847
2963,2017-02-13,999.953184979545,3420752.67164672
2964,2017-02-14,1012.2134635301,3546669.94790366
2965,2017-02-15,1013.90384050263,2917083.56661898
2966,2017-02-16,1036.80686475745,3168918.11913285
2967,2017-02-17,1058.66992033898,3168918.11913285
2968,2017-02-18,1060.66880488019,3254025.02653876
2969,2017-02-19,1058.78640035067,2936112.56385841
2970,2017-02-20,1088.68842922268,3242870.59291824
2971,2017-02-21,1128.8552931618901,3023757.71501836
2972,2017-02-22,1129.7017906487401,3023757.71501836
2973,2017-02-23,1188.86178550555,3286693.16849821
2974,2017-02-24,1185.4888915838699,3571539.90976806
2975,2017-02-25,1151.60473687902,3659185.06092801
2976,2017-02-26,1181.7108658679101,3900209.22661788
2977,2017-02-27,1194.15245014611,3155225.44175829
2978,2017-02-28,1188.39994073641,3352427.03186818
2979,2017-03-01,1228.4596506136802,3155225.44175829
2980,2017-03-02,1262.93146738749,3440072.18302813
2981,2017-03-03,1289.36319111631,3349345.38703688
2982,2017-03-04,1268.9406644067801,3023455.91166441
2983,2017-03-05,1276.27368293396,3367030.44708082
2984,2017-03-06,1282.25465663355,3252505.60194202
2985,2017-03-07,1234.4764620689698,3504460.26124739
2986,2017-03-08,1152.13938924606,3252505.60194202
2987,2017-03-09,1193.4555265926401,3389935.41610858
2988,2017-03-10,1098.53014903565,3573175.16833067
2989,2017-03-11,1176.8229213910001,3412840.38513634
2990,2017-03-12,1231.74835663355,3550270.19930291
2991,2017-03-13,1239.3962963179401,3321220.5090253
2992,2017-03-14,1246.53656487434,3573175.16833067
2993,2017-03-15,1258.65138147282,3252505.60194202
2994,2017-03-16,1178.02075037989,3504460.26124739
2995,2017-03-17,1072.0825381648199,3600869.26330221
2996,2017-03-18,962.569056165985,3712647.13922961
2997,2017-03-19,1020.2202535359401,3901826.61129226
2998,2017-03-20,1037.7563458796,3216051.02506514
2999,2017-03-21,1111.81826358854,3357935.62911213
3000,2017-03-22,1037.30257013442,3759942.00724527
3001,2017-03-23,1028.17285628288,3499820.23315912
3002,2017-03-24,935.063496201052,4161948.38537841
3003,2017-03-25,968.5433292811219,3145108.72304164
3004,2017-03-26,962.9580545879599,3925474.04530009
3005,2017-03-27,1042.9191977790802,3121461.28903381
3006,2017-03-28,1045.1629316189399,3665352.27121395
3007,2017-03-29,1039.6886157802498,3263345.8930808
3008,2017-03-30,1037.98766142607,3942417.72740472
3009,2017-03-31,1081.7435310929302,3352999.96635802
3010,2017-04-01,1089.5247718293401,3278488.85599451
3011,2017-04-02,1105.56295575687,3924251.81247828
3012,2017-04-03,1144.6647710111,4371318.47465935
3013,2017-04-04,1141.9219187025099,3104629.59847965
3014,2017-04-05,1135.81164377557,4023599.95962963
3015,2017-04-06,1194.59645938048,3651044.40781207
3016,2017-04-07,1191.73145108124,4023599.95962963
3017,2017-04-08,1184.4177203389802,3402674.03993369
3018,2017-04-09,1213.63413980129,3949088.84926612
3019,2017-04-10,1211.64987621274,3651044.40781207
3020,2017-04-11,1229.78493290473,4147785.14356882
3021,2017-04-12,1216.11436785506,3526859.22387288
3022,2017-04-13,1172.5583396844,3274289.42119579
3023,2017-04-14,1174.33323354763,3598646.52693503
3024,2017-04-15,1175.56218901227,3883431.50388672
3025,2017-04-16,1173.6913798947999,3779873.33044974
3026,2017-04-17,1191.90120146113,3572756.98357579
3027,2017-04-18,1202.13145803624,3779873.33044974
3028,2017-04-19,1209.56090888369,3702204.70037201
3029,2017-04-20,1235.80307451783,3572756.98357579
3030,2017-04-21,1247.3360702513198,4323553.74099389
3031,2017-04-22,1243.55039257744,3753983.7870905
3032,2017-04-23,1250.0014832261802,3961100.13396446
3033,2017-04-24,1257.23944225599,3210303.37654636
3034,2017-04-25,1279.86471741672,3831652.41716823
3035,2017-04-26,1296.4854574517801,3961100.13396446
3036,2017-04-27,1345.8899556692,3813586.2247299
3037,2017-04-28,1347.98515552309,3528859.19852578
3038,2017-04-29,1357.71525341905,4488916.48047764
3039,2017-04-30,1381.9563722969,3918071.61012788
3040,2017-05-01,1436.9414880187,3892124.11602107
3041,2017-05-02,1463.8190684687302,4099704.06887553
3042,2017-05-03,1519.4089444769102,3425069.22209855
3043,2017-05-04,1539.8300515488002,4359179.009943601
3044,2017-05-05,1529.85044301578,3347226.73977813
3045,2017-05-06,1573.28550961426,4359179.009943601
3046,2017-05-07,1526.26777171245,4333231.5158367995
3047,2017-05-08,1685.0864963179401,4670548.93922529
3048,2017-05-09,1719.22801355932,4021861.58655511
3049,2017-05-10,1782.499,4093329.66292194
3050,2017-05-11,1835.48754821742,3757901.04949698
3051,2017-05-12,1704.6616410870802,4286790.8268336
3052,2017-05-13,1779.8402566919897,4398136.04311499
3053,2017-05-14,1794.5935505552302,4565153.86753708
3054,2017-05-15,1736.88284611338,4732171.69195917
3055,2017-05-16,1757.02694856809,3674392.13728594
3056,2017-05-17,1808.74606469901,4314627.13090395
3057,2017-05-18,1894.2472645528896,3952755.17798942
3058,2017-05-19,1967.5455476914103,4565153.86753708
3059,2017-05-20,2048.11767799532,4592990.17160743
3060,2017-05-21,2045.22249316189,4091936.69834116
3061,2017-05-22,2078.94350002922,4064100.39427081
3062,2017-05-23,2257.28836382233,4887381.02634698
3063,2017-05-24,2415.00722665108,4562009.63318436
3064,2017-05-25,2319.60137866745,4828620.58577306
3065,2017-05-26,2279.4185836353,4532386.19400784
3066,2017-05-27,2044.30049982466,4976737.78165567
3067,2017-05-28,2225.7008666276997,4887867.46412611
3068,2017-05-29,2284.71579748685,4473139.315654799
3069,2017-05-30,2167.2644779076604,5302595.61259742
3070,2017-05-31,2299.43261025716,4858244.02494958
3071,2017-06-01,2399.88763194039,5035984.66000872
3072,2017-06-02,2479.4238943308,4325022.11977219
3073,2017-06-03,2549.55195151958,5687700.3218922
3074,2017-06-04,2524.99383354763,5049391.51326877
3075,2017-06-05,2685.31891671537,5533581.08611424
3076,2017-06-06,2871.34167735243,5094943.56099544
3077,2017-06-07,2706.76000885447,5567322.43420031
3078,2017-06-08,2802.56354681473,5567322.43420031
3079,2017-06-09,2804.8722669199296,5094943.56099544
3080,2017-06-10,2916.3278597896,4757530.08013481
3081,2017-06-11,2974.2145592051397,4926236.82056512
3082,2017-06-12,2665.43326995909,4959978.16865119
3083,2017-06-13,2707.1378240210397,4757530.08013481
3084,2017-06-14,2443.82445137347,4723788.73204875
3085,2017-06-15,2409.886764173,5162426.25716756
3086,2017-06-16,2476.3590953828198,4993719.51673725
3087,2017-06-17,2652.75536335476,4907231.27624732
3088,2017-06-18,2508.2142074225603,5129905.64430105
3089,2017-06-19,2589.6422133839897,5342177.60199627
3090,2017-06-20,2733.2265562828798,4882255.02698997
3091,2017-06-21,2639.2613142022196,4953012.34622171
3092,2017-06-22,2686.64751431911,4917633.68660584
3093,2017-06-23,2685.87047101111,5660585.53853909
3094,2017-06-24,2562.18914874342,5165284.30391692
3095,2017-06-25,2497.7289413793105,4316196.47313606
3096,2017-06-26,2426.36505119813,5023769.66545344
3097,2017-06-27,2530.34553600234,4634604.40967888
3098,2017-06-28,2562.79226420222,5554449.55969148
3099,2017-06-29,2540.44303161894,4245439.15390432
3100,2017-06-30,2452.71206428989,5448313.58084387
